,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
946,3,Unidade da Federação,24,Cabeças,808618,27,Alagoas,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
947,3,Unidade da Federação,23,Mil dúzias,5395,27,Alagoas,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
948,3,Unidade da Federação,23,Mil dúzias,5395,27,Alagoas,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
949,3,Unidade da Federação,24,Cabeças,872663,27,Alagoas,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
950,3,Unidade da Federação,23,Mil dúzias,5044,27,Alagoas,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
951,3,Unidade da Federação,23,Mil dúzias,5044,27,Alagoas,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
952,3,Unidade da Federação,24,Cabeças,857143,27,Alagoas,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
953,3,Unidade da Federação,23,Mil dúzias,5249,27,Alagoas,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
954,3,Unidade da Federação,23,Mil dúzias,5249,27,Alagoas,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
955,3,Unidade da Federação,24,Cabeças,787229,27,Alagoas,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
956,3,Unidade da Federação,23,Mil dúzias,4905,27,Alagoas,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
957,3,Unidade da Federação,23,Mil dúzias,4905,27,Alagoas,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
958,3,Unidade da Federação,24,Cabeças,848204,27,Alagoas,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
959,3,Unidade da Federação,23,Mil dúzias,5070,27,Alagoas,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
960,3,Unidade da Federação,23,Mil dúzias,5070,27,Alagoas,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
961,3,Unidade da Federação,24,Cabeças,858845,27,Alagoas,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
962,3,Unidade da Federação,23,Mil dúzias,5188,27,Alagoas,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
963,3,Unidade da Federação,23,Mil dúzias,5188,27,Alagoas,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
964,3,Unidade da Federação,24,Cabeças,903106,27,Alagoas,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
965,3,Unidade da Federação,23,Mil dúzias,5527,27,Alagoas,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
966,3,Unidade da Federação,23,Mil dúzias,5527,27,Alagoas,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
967,3,Unidade da Federação,24,Cabeças,856962,27,Alagoas,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
968,3,Unidade da Federação,23,Mil dúzias,5817,27,Alagoas,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
969,3,Unidade da Federação,23,Mil dúzias,5817,27,Alagoas,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
970,3,Unidade da Federação,24,Cabeças,843883,27,Alagoas,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
971,3,Unidade da Federação,23,Mil dúzias,5628,27,Alagoas,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
972,3,Unidade da Federação,23,Mil dúzias,5628,27,Alagoas,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
973,3,Unidade da Federação,24,Cabeças,878323,27,Alagoas,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
974,3,Unidade da Federação,23,Mil dúzias,5346,27,Alagoas,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
975,3,Unidade da Federação,23,Mil dúzias,5346,27,Alagoas,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
976,3,Unidade da Federação,24,Cabeças,698226,28,Sergipe,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
977,3,Unidade da Federação,23,Mil dúzias,4093,28,Sergipe,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
978,3,Unidade da Federação,,,...,28,Sergipe,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
979,3,Unidade da Federação,24,Cabeças,693194,28,Sergipe,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
980,3,Unidade da Federação,23,Mil dúzias,4058,28,Sergipe,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
981,3,Unidade da Federação,,,...,28,Sergipe,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
982,3,Unidade da Federação,24,Cabeças,715149,28,Sergipe,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
983,3,Unidade da Federação,23,Mil dúzias,4224,28,Sergipe,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
984,3,Unidade da Federação,,,...,28,Sergipe,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
985,3,Unidade da Federação,24,Cabeças,693073,28,Sergipe,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
986,3,Unidade da Federação,23,Mil dúzias,4009,28,Sergipe,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
987,3,Unidade da Federação,,,...,28,Sergipe,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
988,3,Unidade da Federação,24,Cabeças,727752,28,Sergipe,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
989,3,Unidade da Federação,23,Mil dúzias,4118,28,Sergipe,201601,1º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
990,3,Unidade da Federação,,,...,28,Sergipe,201601,1º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
991,3,Unidade da Federação,24,Cabeças,711244,28,Sergipe,201602,2º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
992,3,Unidade da Federação,23,Mil dúzias,4321,28,Sergipe,201602,2º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
993,3,Unidade da Federação,,,...,28,Sergipe,201602,2º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
994,3,Unidade da Federação,24,Cabeças,673482,28,Sergipe,201603,3º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
995,3,Unidade da Federação,23,Mil dúzias,4182,28,Sergipe,201603,3º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
996,3,Unidade da Federação,,,...,28,Sergipe,201603,3º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
997,3,Unidade da Federação,24,Cabeças,671561,28,Sergipe,201604,4º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
998,3,Unidade da Federação,23,Mil dúzias,4207,28,Sergipe,201604,4º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
999,3,Unidade da Federação,,,...,28,Sergipe,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1000,3,Unidade da Federação,24,Cabeças,684778,28,Sergipe,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1001,3,Unidade da Federação,23,Mil dúzias,4127,28,Sergipe,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1002,3,Unidade da Federação,,,...,28,Sergipe,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1003,3,Unidade da Federação,24,Cabeças,695841,28,Sergipe,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1004,3,Unidade da Federação,23,Mil dúzias,4150,28,Sergipe,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1005,3,Unidade da Federação,,,...,28,Sergipe,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1006,3,Unidade da Federação,24,Cabeças,730427,28,Sergipe,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1007,3,Unidade da Federação,23,Mil dúzias,4125,28,Sergipe,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1008,3,Unidade da Federação,,,...,28,Sergipe,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1009,3,Unidade da Federação,24,Cabeças,725960,28,Sergipe,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1010,3,Unidade da Federação,23,Mil dúzias,4313,28,Sergipe,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1011,3,Unidade da Federação,,,...,28,Sergipe,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1012,3,Unidade da Federação,24,Cabeças,706884,28,Sergipe,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1013,3,Unidade da Federação,23,Mil dúzias,4210,28,Sergipe,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1014,3,Unidade da Federação,23,Mil dúzias,4210,28,Sergipe,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1015,3,Unidade da Federação,24,Cabeças,701188,28,Sergipe,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1016,3,Unidade da Federação,23,Mil dúzias,4403,28,Sergipe,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1017,3,Unidade da Federação,23,Mil dúzias,4403,28,Sergipe,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1018,3,Unidade da Federação,24,Cabeças,654391,28,Sergipe,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1019,3,Unidade da Federação,23,Mil dúzias,4285,28,Sergipe,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1020,3,Unidade da Federação,23,Mil dúzias,4285,28,Sergipe,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1021,3,Unidade da Federação,24,Cabeças,679227,28,Sergipe,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1022,3,Unidade da Federação,23,Mil dúzias,4513,28,Sergipe,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1023,3,Unidade da Federação,23,Mil dúzias,4513,28,Sergipe,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1024,3,Unidade da Federação,24,Cabeças,699383,28,Sergipe,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1025,3,Unidade da Federação,23,Mil dúzias,4368,28,Sergipe,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1026,3,Unidade da Federação,23,Mil dúzias,4368,28,Sergipe,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1027,3,Unidade da Federação,24,Cabeças,773686,28,Sergipe,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1028,3,Unidade da Federação,23,Mil dúzias,4993,28,Sergipe,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1029,3,Unidade da Federação,23,Mil dúzias,4993,28,Sergipe,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1030,3,Unidade da Federação,24,Cabeças,799531,28,Sergipe,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1031,3,Unidade da Federação,23,Mil dúzias,4881,28,Sergipe,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1032,3,Unidade da Federação,23,Mil dúzias,4881,28,Sergipe,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1033,3,Unidade da Federação,24,Cabeças,838208,28,Sergipe,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1034,3,Unidade da Federação,23,Mil dúzias,5611,28,Sergipe,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1035,3,Unidade da Federação,23,Mil dúzias,5611,28,Sergipe,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1036,3,Unidade da Federação,24,Cabeças,836970,28,Sergipe,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1037,3,Unidade da Federação,23,Mil dúzias,5349,28,Sergipe,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1038,3,Unidade da Federação,23,Mil dúzias,5349,28,Sergipe,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1039,3,Unidade da Federação,24,Cabeças,852430,28,Sergipe,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1040,3,Unidade da Federação,23,Mil dúzias,5397,28,Sergipe,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1041,3,Unidade da Federação,23,Mil dúzias,5397,28,Sergipe,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1042,3,Unidade da Federação,24,Cabeças,869839,28,Sergipe,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1043,3,Unidade da Federação,23,Mil dúzias,5386,28,Sergipe,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1044,3,Unidade da Federação,23,Mil dúzias,5386,28,Sergipe,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1045,3,Unidade da Federação,24,Cabeças,782011,28,Sergipe,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1046,3,Unidade da Federação,23,Mil dúzias,5300,28,Sergipe,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1047,3,Unidade da Federação,23,Mil dúzias,5300,28,Sergipe,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1048,3,Unidade da Federação,24,Cabeças,818913,28,Sergipe,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1049,3,Unidade da Federação,23,Mil dúzias,5236,28,Sergipe,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
1050,3,Unidade da Federação,23,Mil dúzias,5127,28,Sergipe,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1051,3,Unidade da Federação,24,Cabeças,1982521,29,Bahia,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1052,3,Unidade da Federação,23,Mil dúzias,10823,29,Bahia,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1053,3,Unidade da Federação,,,...,29,Bahia,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1054,3,Unidade da Federação,24,Cabeças,2289948,29,Bahia,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1055,3,Unidade da Federação,23,Mil dúzias,11433,29,Bahia,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1056,3,Unidade da Federação,,,...,29,Bahia,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1057,3,Unidade da Federação,24,Cabeças,2400275,29,Bahia,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1058,3,Unidade da Federação,23,Mil dúzias,12275,29,Bahia,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1059,3,Unidade da Federação,,,...,29,Bahia,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1060,3,Unidade da Federação,24,Cabeças,2318616,29,Bahia,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1061,3,Unidade da Federação,23,Mil dúzias,12555,29,Bahia,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1062,3,Unidade da Federação,,,...,29,Bahia,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1063,3,Unidade da Federação,24,Cabeças,2199448,29,Bahia,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1064,3,Unidade da Federação,23,Mil dúzias,12415,29,Bahia,201601,1º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1065,3,Unidade da Federação,,,...,29,Bahia,201601,1º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1066,3,Unidade da Federação,24,Cabeças,2237330,29,Bahia,201602,2º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1067,3,Unidade da Federação,23,Mil dúzias,11171,29,Bahia,201602,2º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1068,3,Unidade da Federação,,,...,29,Bahia,201602,2º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1069,3,Unidade da Federação,24,Cabeças,2082013,29,Bahia,201603,3º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1070,3,Unidade da Federação,23,Mil dúzias,10227,29,Bahia,201603,3º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1071,3,Unidade da Federação,,,...,29,Bahia,201603,3º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1072,3,Unidade da Federação,24,Cabeças,2155367,29,Bahia,201604,4º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1073,3,Unidade da Federação,23,Mil dúzias,11756,29,Bahia,201604,4º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1074,3,Unidade da Federação,,,...,29,Bahia,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1075,3,Unidade da Federação,24,Cabeças,2135524,29,Bahia,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1076,3,Unidade da Federação,23,Mil dúzias,11477,29,Bahia,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1077,3,Unidade da Federação,,,...,29,Bahia,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1078,3,Unidade da Federação,24,Cabeças,2158395,29,Bahia,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1079,3,Unidade da Federação,23,Mil dúzias,11666,29,Bahia,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1080,3,Unidade da Federação,,,...,29,Bahia,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1081,3,Unidade da Federação,24,Cabeças,2204861,29,Bahia,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1082,3,Unidade da Federação,23,Mil dúzias,11724,29,Bahia,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1083,3,Unidade da Federação,,,...,29,Bahia,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1084,3,Unidade da Federação,24,Cabeças,2183913,29,Bahia,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1085,3,Unidade da Federação,23,Mil dúzias,11693,29,Bahia,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1086,3,Unidade da Federação,,,...,29,Bahia,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1087,3,Unidade da Federação,24,Cabeças,2171649,29,Bahia,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1088,3,Unidade da Federação,23,Mil dúzias,11282,29,Bahia,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1089,3,Unidade da Federação,23,Mil dúzias,9181,29,Bahia,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1090,3,Unidade da Federação,24,Cabeças,2155465,29,Bahia,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1091,3,Unidade da Federação,23,Mil dúzias,11091,29,Bahia,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1092,3,Unidade da Federação,23,Mil dúzias,9050,29,Bahia,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1093,3,Unidade da Federação,24,Cabeças,2175673,29,Bahia,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1094,3,Unidade da Federação,23,Mil dúzias,11672,29,Bahia,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1095,3,Unidade da Federação,23,Mil dúzias,9679,29,Bahia,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1096,3,Unidade da Federação,24,Cabeças,2189457,29,Bahia,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1097,3,Unidade da Federação,23,Mil dúzias,11841,29,Bahia,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1098,3,Unidade da Federação,23,Mil dúzias,9821,29,Bahia,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1099,3,Unidade da Federação,24,Cabeças,2185002,29,Bahia,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1100,3,Unidade da Federação,23,Mil dúzias,11049,29,Bahia,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1101,3,Unidade da Federação,23,Mil dúzias,8849,29,Bahia,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1102,3,Unidade da Federação,24,Cabeças,2206665,29,Bahia,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1103,3,Unidade da Federação,23,Mil dúzias,10498,29,Bahia,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1104,3,Unidade da Federação,23,Mil dúzias,8269,29,Bahia,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1105,3,Unidade da Federação,24,Cabeças,2400275,29,Bahia,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1106,3,Unidade da Federação,23,Mil dúzias,11547,29,Bahia,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1107,3,Unidade da Federação,23,Mil dúzias,9216,29,Bahia,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1108,3,Unidade da Federação,24,Cabeças,2174722,29,Bahia,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1109,3,Unidade da Federação,23,Mil dúzias,11435,29,Bahia,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1110,3,Unidade da Federação,23,Mil dúzias,9129,29,Bahia,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1111,3,Unidade da Federação,24,Cabeças,1928502,29,Bahia,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1112,3,Unidade da Federação,23,Mil dúzias,12702,29,Bahia,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1113,3,Unidade da Federação,23,Mil dúzias,10355,29,Bahia,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1114,3,Unidade da Federação,24,Cabeças,2595790,29,Bahia,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1115,3,Unidade da Federação,23,Mil dúzias,14093,29,Bahia,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1116,3,Unidade da Federação,23,Mil dúzias,11928,29,Bahia,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1117,3,Unidade da Federação,24,Cabeças,2813873,29,Bahia,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1118,3,Unidade da Federação,23,Mil dúzias,15206,29,Bahia,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
