,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
1714,3,Unidade da Federação,24,Cabeças,2562888,50,Mato Grosso do Sul,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1715,3,Unidade da Federação,23,Mil dúzias,14189,50,Mato Grosso do Sul,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1716,3,Unidade da Federação,23,Mil dúzias,10560,50,Mato Grosso do Sul,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1717,3,Unidade da Federação,24,Cabeças,2807830,50,Mato Grosso do Sul,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1718,3,Unidade da Federação,23,Mil dúzias,15489,50,Mato Grosso do Sul,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1719,3,Unidade da Federação,23,Mil dúzias,11701,50,Mato Grosso do Sul,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1720,3,Unidade da Federação,24,Cabeças,3095559,50,Mato Grosso do Sul,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1721,3,Unidade da Federação,23,Mil dúzias,16779,50,Mato Grosso do Sul,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1722,3,Unidade da Federação,23,Mil dúzias,12781,50,Mato Grosso do Sul,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1723,3,Unidade da Federação,24,Cabeças,3090419,50,Mato Grosso do Sul,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1724,3,Unidade da Federação,23,Mil dúzias,19148,50,Mato Grosso do Sul,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
1725,3,Unidade da Federação,23,Mil dúzias,15275,50,Mato Grosso do Sul,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1726,3,Unidade da Federação,24,Cabeças,7737926,51,Mato Grosso,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1727,3,Unidade da Federação,23,Mil dúzias,41047,51,Mato Grosso,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1728,3,Unidade da Federação,,,...,51,Mato Grosso,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1729,3,Unidade da Federação,24,Cabeças,7716178,51,Mato Grosso,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1730,3,Unidade da Federação,23,Mil dúzias,41933,51,Mato Grosso,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1731,3,Unidade da Federação,,,...,51,Mato Grosso,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1732,3,Unidade da Federação,24,Cabeças,8023132,51,Mato Grosso,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1733,3,Unidade da Federação,23,Mil dúzias,43718,51,Mato Grosso,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1734,3,Unidade da Federação,,,...,51,Mato Grosso,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1735,3,Unidade da Federação,24,Cabeças,7736078,51,Mato Grosso,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1736,3,Unidade da Federação,23,Mil dúzias,41559,51,Mato Grosso,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1737,3,Unidade da Federação,,,...,51,Mato Grosso,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1738,3,Unidade da Federação,24,Cabeças,7464389,51,Mato Grosso,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1739,3,Unidade da Federação,23,Mil dúzias,40443,51,Mato Grosso,201601,1º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1740,3,Unidade da Federação,,,...,51,Mato Grosso,201601,1º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1741,3,Unidade da Federação,24,Cabeças,8432706,51,Mato Grosso,201602,2º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1742,3,Unidade da Federação,23,Mil dúzias,45107,51,Mato Grosso,201602,2º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1743,3,Unidade da Federação,,,...,51,Mato Grosso,201602,2º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1744,3,Unidade da Federação,24,Cabeças,7896494,51,Mato Grosso,201603,3º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1745,3,Unidade da Federação,23,Mil dúzias,41571,51,Mato Grosso,201603,3º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1746,3,Unidade da Federação,,,...,51,Mato Grosso,201603,3º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1747,3,Unidade da Federação,24,Cabeças,7696840,51,Mato Grosso,201604,4º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1748,3,Unidade da Federação,23,Mil dúzias,43104,51,Mato Grosso,201604,4º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1749,3,Unidade da Federação,,,...,51,Mato Grosso,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1750,3,Unidade da Federação,24,Cabeças,7165098,51,Mato Grosso,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1751,3,Unidade da Federação,23,Mil dúzias,39068,51,Mato Grosso,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1752,3,Unidade da Federação,,,...,51,Mato Grosso,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1753,3,Unidade da Federação,24,Cabeças,8149741,51,Mato Grosso,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1754,3,Unidade da Federação,23,Mil dúzias,42422,51,Mato Grosso,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1755,3,Unidade da Federação,,,...,51,Mato Grosso,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1756,3,Unidade da Federação,24,Cabeças,8622611,51,Mato Grosso,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1757,3,Unidade da Federação,23,Mil dúzias,45544,51,Mato Grosso,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1758,3,Unidade da Federação,,,...,51,Mato Grosso,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1759,3,Unidade da Federação,24,Cabeças,8698868,51,Mato Grosso,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1760,3,Unidade da Federação,23,Mil dúzias,46822,51,Mato Grosso,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1761,3,Unidade da Federação,,,...,51,Mato Grosso,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1762,3,Unidade da Federação,24,Cabeças,8975351,51,Mato Grosso,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1763,3,Unidade da Federação,23,Mil dúzias,47574,51,Mato Grosso,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1764,3,Unidade da Federação,23,Mil dúzias,38718,51,Mato Grosso,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1765,3,Unidade da Federação,24,Cabeças,8941521,51,Mato Grosso,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1766,3,Unidade da Federação,23,Mil dúzias,47827,51,Mato Grosso,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1767,3,Unidade da Federação,23,Mil dúzias,39199,51,Mato Grosso,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1768,3,Unidade da Federação,24,Cabeças,8824631,51,Mato Grosso,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1769,3,Unidade da Federação,23,Mil dúzias,49561,51,Mato Grosso,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1770,3,Unidade da Federação,23,Mil dúzias,40697,51,Mato Grosso,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1771,3,Unidade da Federação,24,Cabeças,8996123,51,Mato Grosso,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1772,3,Unidade da Federação,23,Mil dúzias,49680,51,Mato Grosso,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1773,3,Unidade da Federação,23,Mil dúzias,41223,51,Mato Grosso,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1774,3,Unidade da Federação,24,Cabeças,8704552,51,Mato Grosso,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1775,3,Unidade da Federação,23,Mil dúzias,49466,51,Mato Grosso,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1776,3,Unidade da Federação,23,Mil dúzias,45424,51,Mato Grosso,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1777,3,Unidade da Federação,24,Cabeças,8908873,51,Mato Grosso,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1778,3,Unidade da Federação,23,Mil dúzias,51009,51,Mato Grosso,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1779,3,Unidade da Federação,23,Mil dúzias,46976,51,Mato Grosso,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1780,3,Unidade da Federação,24,Cabeças,9397145,51,Mato Grosso,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1781,3,Unidade da Federação,23,Mil dúzias,54965,51,Mato Grosso,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1782,3,Unidade da Federação,23,Mil dúzias,48965,51,Mato Grosso,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1783,3,Unidade da Federação,24,Cabeças,9544822,51,Mato Grosso,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1784,3,Unidade da Federação,23,Mil dúzias,57442,51,Mato Grosso,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1785,3,Unidade da Federação,23,Mil dúzias,51464,51,Mato Grosso,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1786,3,Unidade da Federação,24,Cabeças,9557210,51,Mato Grosso,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1787,3,Unidade da Federação,23,Mil dúzias,54668,51,Mato Grosso,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1788,3,Unidade da Federação,23,Mil dúzias,48504,51,Mato Grosso,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1789,3,Unidade da Federação,24,Cabeças,9860795,51,Mato Grosso,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1790,3,Unidade da Federação,23,Mil dúzias,57063,51,Mato Grosso,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1791,3,Unidade da Federação,23,Mil dúzias,51166,51,Mato Grosso,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1792,3,Unidade da Federação,24,Cabeças,9871771,51,Mato Grosso,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1793,3,Unidade da Federação,23,Mil dúzias,58618,51,Mato Grosso,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1794,3,Unidade da Federação,23,Mil dúzias,52708,51,Mato Grosso,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1795,3,Unidade da Federação,24,Cabeças,9575411,51,Mato Grosso,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1796,3,Unidade da Federação,23,Mil dúzias,54997,51,Mato Grosso,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1797,3,Unidade da Federação,23,Mil dúzias,49209,51,Mato Grosso,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1798,3,Unidade da Federação,24,Cabeças,9574286,51,Mato Grosso,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1799,3,Unidade da Federação,23,Mil dúzias,55140,51,Mato Grosso,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
1800,3,Unidade da Federação,23,Mil dúzias,49985,51,Mato Grosso,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1801,3,Unidade da Federação,24,Cabeças,7037131,52,Goiás,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1802,3,Unidade da Federação,23,Mil dúzias,38175,52,Goiás,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1803,3,Unidade da Federação,,,...,52,Goiás,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1804,3,Unidade da Federação,24,Cabeças,5880038,52,Goiás,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1805,3,Unidade da Federação,23,Mil dúzias,33540,52,Goiás,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1806,3,Unidade da Federação,,,...,52,Goiás,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1807,3,Unidade da Federação,24,Cabeças,7209285,52,Goiás,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1808,3,Unidade da Federação,23,Mil dúzias,39676,52,Goiás,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1809,3,Unidade da Federação,,,...,52,Goiás,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1810,3,Unidade da Federação,24,Cabeças,7250908,52,Goiás,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
